dataset_id,model_type,method,ate_hat
760,Non-Parametric,Levis IWOR,0.27437364964120337
760,Parametric,Levis IWOR,0.2624626010222765
761,Non-Parametric,Levis IWOR,0.26583470054490776
761,Parametric,Levis IWOR,0.2546293092456911
762,Non-Parametric,Levis IWOR,0.27415909065788
762,Parametric,Levis IWOR,0.268300619232131
763,Non-Parametric,Levis IWOR,0.26831840630797626
763,Parametric,Levis IWOR,0.25301164417709265
764,Non-Parametric,Levis IWOR,0.2756507610689035
764,Parametric,Levis IWOR,0.25432480544522407
765,Non-Parametric,Levis IWOR,0.2685404312908066
765,Parametric,Levis IWOR,0.25892526811465555
766,Non-Parametric,Levis IWOR,0.2764182934435855
766,Parametric,Levis IWOR,0.2631504183047356
767,Non-Parametric,Levis IWOR,0.2767996781823487
767,Parametric,Levis IWOR,0.25591412779181333
768,Non-Parametric,Levis IWOR,0.2728510990753171
768,Parametric,Levis IWOR,0.2611356832884035
769,Non-Parametric,Levis IWOR,0.28352543769109817
769,Parametric,Levis IWOR,0.2629513859093954
770,Non-Parametric,Levis IWOR,0.2737829125994612
770,Parametric,Levis IWOR,0.25448361865839075
771,Non-Parametric,Levis IWOR,0.2587122081550768
771,Parametric,Levis IWOR,0.25141369264486624
772,Non-Parametric,Levis IWOR,0.2660773093532662
772,Parametric,Levis IWOR,0.25653907180092206
773,Non-Parametric,Levis IWOR,0.27709494092578224
773,Parametric,Levis IWOR,0.25783269256153096
774,Non-Parametric,Levis IWOR,0.2718168984707244
774,Parametric,Levis IWOR,0.2583224801870905
775,Non-Parametric,Levis IWOR,0.27219078940240404
775,Parametric,Levis IWOR,0.2594075297260985
776,Non-Parametric,Levis IWOR,0.2768459412410825
776,Parametric,Levis IWOR,0.25565293658705224
777,Non-Parametric,Levis IWOR,0.27752109737313313
777,Parametric,Levis IWOR,0.26169732429537784
778,Non-Parametric,Levis IWOR,0.2780990977798156
778,Parametric,Levis IWOR,0.2617693024438622
779,Non-Parametric,Levis IWOR,0.2739060820458426
779,Parametric,Levis IWOR,0.2597121680786897
780,Non-Parametric,Levis IWOR,0.2673162511924327
780,Parametric,Levis IWOR,0.25505861652504275
781,Non-Parametric,Levis IWOR,0.2680837890515847
781,Parametric,Levis IWOR,0.2491463369191885
782,Non-Parametric,Levis IWOR,0.27635604864400953
782,Parametric,Levis IWOR,0.26816907953423474
783,Non-Parametric,Levis IWOR,0.26904923383870794
783,Parametric,Levis IWOR,0.25152960249490997
784,Non-Parametric,Levis IWOR,0.26588495562300984
784,Parametric,Levis IWOR,0.2595128499463176
785,Non-Parametric,Levis IWOR,0.2742395823961836
785,Parametric,Levis IWOR,0.2562094827442752
786,Non-Parametric,Levis IWOR,0.285072725531706
786,Parametric,Levis IWOR,0.27175471711346744
787,Non-Parametric,Levis IWOR,0.27880259861359336
787,Parametric,Levis IWOR,0.259697444465854
788,Non-Parametric,Levis IWOR,0.26009598640386355
788,Parametric,Levis IWOR,0.25671441746174156
789,Non-Parametric,Levis IWOR,0.27072199018463067
789,Parametric,Levis IWOR,0.2651092293620673
790,Non-Parametric,Levis IWOR,0.2784284310034717
790,Parametric,Levis IWOR,0.257220249804824
791,Non-Parametric,Levis IWOR,0.27254835648470344
791,Parametric,Levis IWOR,0.26079198145156596
792,Non-Parametric,Levis IWOR,0.2872243840260176
792,Parametric,Levis IWOR,0.26658457118410106
793,Non-Parametric,Levis IWOR,0.285637249896885
793,Parametric,Levis IWOR,0.2664350117964738
794,Non-Parametric,Levis IWOR,0.26975939708681074
794,Parametric,Levis IWOR,0.26099014107877994
795,Non-Parametric,Levis IWOR,0.2648646473372318
795,Parametric,Levis IWOR,0.2480472368918868
796,Non-Parametric,Levis IWOR,0.27066412305459103
796,Parametric,Levis IWOR,0.2571812058336634
797,Non-Parametric,Levis IWOR,0.2756797448889155
797,Parametric,Levis IWOR,0.26039938970637705
798,Non-Parametric,Levis IWOR,0.27336901414905884
798,Parametric,Levis IWOR,0.26284568548346177
799,Non-Parametric,Levis IWOR,0.27695586923413695
799,Parametric,Levis IWOR,0.2629142259130054
800,Non-Parametric,Levis IWOR,0.28270986098234513
800,Parametric,Levis IWOR,0.260838317244101
801,Non-Parametric,Levis IWOR,0.2804113382334674
801,Parametric,Levis IWOR,0.2708329458562195
802,Non-Parametric,Levis IWOR,0.2781651908705759
802,Parametric,Levis IWOR,0.26419843134683574
803,Non-Parametric,Levis IWOR,0.2816029917013725
803,Parametric,Levis IWOR,0.2625891325566464
804,Non-Parametric,Levis IWOR,0.2710898427565023
804,Parametric,Levis IWOR,0.25095563476052446
805,Non-Parametric,Levis IWOR,0.2749825464357836
805,Parametric,Levis IWOR,0.2639836105925388
806,Non-Parametric,Levis IWOR,0.258532786627493
806,Parametric,Levis IWOR,0.2514925244285363
807,Non-Parametric,Levis IWOR,0.2664466814262211
807,Parametric,Levis IWOR,0.25310308674394677
808,Non-Parametric,Levis IWOR,0.2872905239125271
808,Parametric,Levis IWOR,0.2711637010947793
809,Non-Parametric,Levis IWOR,0.28574138831364565
809,Parametric,Levis IWOR,0.2658318190692607
810,Non-Parametric,Levis IWOR,0.2810370610621269
810,Parametric,Levis IWOR,0.26297603342885134
811,Non-Parametric,Levis IWOR,0.2835177506970503
811,Parametric,Levis IWOR,0.26023179310964994
812,Non-Parametric,Levis IWOR,0.26622992254030503
812,Parametric,Levis IWOR,0.24287708834087318
813,Non-Parametric,Levis IWOR,0.27469192938311543
813,Parametric,Levis IWOR,0.25812460584278796
814,Non-Parametric,Levis IWOR,0.2757476262299663
814,Parametric,Levis IWOR,0.26155869822078215
815,Non-Parametric,Levis IWOR,0.26761233824420616
815,Parametric,Levis IWOR,0.2600902306216136
816,Non-Parametric,Levis IWOR,0.26839956756217714
816,Parametric,Levis IWOR,0.251506871398566
817,Non-Parametric,Levis IWOR,0.2768718274806258
817,Parametric,Levis IWOR,0.25928633332454953
818,Non-Parametric,Levis IWOR,0.2730035601907461
818,Parametric,Levis IWOR,0.2634569546488468
819,Non-Parametric,Levis IWOR,0.2766849291457135
819,Parametric,Levis IWOR,0.2609185737455743
820,Non-Parametric,Levis IWOR,0.27289401813600633
820,Parametric,Levis IWOR,0.25833737633391063
821,Non-Parametric,Levis IWOR,0.26143052834575814
821,Parametric,Levis IWOR,0.253260757497535
822,Non-Parametric,Levis IWOR,0.26622980380793426
822,Parametric,Levis IWOR,0.25552237414630763
823,Non-Parametric,Levis IWOR,0.2770569243237353
823,Parametric,Levis IWOR,0.26275185398013345
824,Non-Parametric,Levis IWOR,0.2675063197142753
824,Parametric,Levis IWOR,0.2562655995743034
825,Non-Parametric,Levis IWOR,0.26373932494512653
825,Parametric,Levis IWOR,0.24945871116922297
826,Non-Parametric,Levis IWOR,0.2776887382819798
826,Parametric,Levis IWOR,0.26616536500218435
827,Non-Parametric,Levis IWOR,0.2693794024994521
827,Parametric,Levis IWOR,0.2534893341479328
828,Non-Parametric,Levis IWOR,0.2674270167100322
828,Parametric,Levis IWOR,0.256479924441762
829,Non-Parametric,Levis IWOR,0.2663967683050039
829,Parametric,Levis IWOR,0.2514980891066849
830,Non-Parametric,Levis IWOR,0.271301416268129
830,Parametric,Levis IWOR,0.25736844713999363
831,Non-Parametric,Levis IWOR,0.26148344192669565
831,Parametric,Levis IWOR,0.2515619008971014
832,Non-Parametric,Levis IWOR,0.2674181806972311
832,Parametric,Levis IWOR,0.25007699079185186
833,Non-Parametric,Levis IWOR,0.28457989264609973
833,Parametric,Levis IWOR,0.26767686807677804
834,Non-Parametric,Levis IWOR,0.25450406214724264
834,Parametric,Levis IWOR,0.2504813715502414
835,Non-Parametric,Levis IWOR,0.27572751915306537
835,Parametric,Levis IWOR,0.2611366174860894
836,Non-Parametric,Levis IWOR,0.2894073709486832
836,Parametric,Levis IWOR,0.26951337153313204
837,Non-Parametric,Levis IWOR,0.2553533084716454
837,Parametric,Levis IWOR,0.24711298894416076
838,Non-Parametric,Levis IWOR,0.27056728984242573
838,Parametric,Levis IWOR,0.2549154823587269
839,Non-Parametric,Levis IWOR,0.2629150191468087
839,Parametric,Levis IWOR,0.24884922226289477
840,Non-Parametric,Levis IWOR,0.2672946798075083
840,Parametric,Levis IWOR,0.25418828596260673
841,Non-Parametric,Levis IWOR,0.25711176544742503
841,Parametric,Levis IWOR,0.25043564866220364
842,Non-Parametric,Levis IWOR,0.2717060666028069
842,Parametric,Levis IWOR,0.25736765692237196
843,Non-Parametric,Levis IWOR,0.2711431305039236
843,Parametric,Levis IWOR,0.25392606820512037
844,Non-Parametric,Levis IWOR,0.26604425890450867
844,Parametric,Levis IWOR,0.25759038603392104
845,Non-Parametric,Levis IWOR,0.26204473256924177
845,Parametric,Levis IWOR,0.2453090054800256
846,Non-Parametric,Levis IWOR,0.2769753846934684
846,Parametric,Levis IWOR,0.26249502025540783
847,Non-Parametric,Levis IWOR,0.2785680739924976
847,Parametric,Levis IWOR,0.25996100312924003
848,Non-Parametric,Levis IWOR,0.2735985957147541
848,Parametric,Levis IWOR,0.2581634747778805
849,Non-Parametric,Levis IWOR,0.27225440470012374
849,Parametric,Levis IWOR,0.25769355610150896
850,Non-Parametric,Levis IWOR,0.268019150970337
850,Parametric,Levis IWOR,0.25259390579303237
851,Non-Parametric,Levis IWOR,0.27549436372139013
851,Parametric,Levis IWOR,0.2638187051112767
852,Non-Parametric,Levis IWOR,0.2543580694321638
852,Parametric,Levis IWOR,0.24690485415070124
853,Non-Parametric,Levis IWOR,0.2631939811070845
853,Parametric,Levis IWOR,0.2536152257893321
854,Non-Parametric,Levis IWOR,0.27808199289606583
854,Parametric,Levis IWOR,0.26504882522088635
855,Non-Parametric,Levis IWOR,0.28475343211281307
855,Parametric,Levis IWOR,0.26931537183579435
856,Non-Parametric,Levis IWOR,0.2700245550873882
856,Parametric,Levis IWOR,0.2594019892092808
857,Non-Parametric,Levis IWOR,0.2841852001576139
857,Parametric,Levis IWOR,0.2557826261526818
858,Non-Parametric,Levis IWOR,0.2704941035596671
858,Parametric,Levis IWOR,0.2605343229311272
859,Non-Parametric,Levis IWOR,0.27308982773107593
859,Parametric,Levis IWOR,0.2609241486470143
860,Non-Parametric,Levis IWOR,0.26695629107258645
860,Parametric,Levis IWOR,0.2520855967078033
861,Non-Parametric,Levis IWOR,0.2724634699842314
861,Parametric,Levis IWOR,0.2615652340315999
862,Non-Parametric,Levis IWOR,0.2636168641780565
862,Parametric,Levis IWOR,0.2552275196338352
863,Non-Parametric,Levis IWOR,0.2678612937719587
863,Parametric,Levis IWOR,0.25799462411787816
864,Non-Parametric,Levis IWOR,0.2740379970668477
864,Parametric,Levis IWOR,0.2626131205198141
865,Non-Parametric,Levis IWOR,0.2668603470798021
865,Parametric,Levis IWOR,0.2546526645526982
866,Non-Parametric,Levis IWOR,0.2807554127450711
866,Parametric,Levis IWOR,0.2611062428094025
867,Non-Parametric,Levis IWOR,0.26829988250139036
867,Parametric,Levis IWOR,0.2588743186167986
868,Non-Parametric,Levis IWOR,0.2698832863903057
868,Parametric,Levis IWOR,0.25856970221709463
869,Non-Parametric,Levis IWOR,0.26658060042132287
869,Parametric,Levis IWOR,0.2616699076865272
870,Non-Parametric,Levis IWOR,0.26464077815106046
870,Parametric,Levis IWOR,0.2537793104374522
871,Non-Parametric,Levis IWOR,0.26568574417643204
871,Parametric,Levis IWOR,0.2529069887651134
872,Non-Parametric,Levis IWOR,0.2639703651252449
872,Parametric,Levis IWOR,0.25475177246895
873,Non-Parametric,Levis IWOR,0.2614993924986758
873,Parametric,Levis IWOR,0.25309274229315165
874,Non-Parametric,Levis IWOR,0.26852332085485625
874,Parametric,Levis IWOR,0.25351693186748925
875,Non-Parametric,Levis IWOR,0.2734893497104039
875,Parametric,Levis IWOR,0.26424377346674643
876,Non-Parametric,Levis IWOR,0.26656630095394496
876,Parametric,Levis IWOR,0.25344003355626665
877,Non-Parametric,Levis IWOR,0.2855977697858942
877,Parametric,Levis IWOR,0.26684566276252536
878,Non-Parametric,Levis IWOR,0.2689858826240832
878,Parametric,Levis IWOR,0.26165504782300186
879,Non-Parametric,Levis IWOR,0.2685513808585881
879,Parametric,Levis IWOR,0.26104810895139124
880,Non-Parametric,Levis IWOR,0.2803726136383461
880,Parametric,Levis IWOR,0.26333182457877713
881,Non-Parametric,Levis IWOR,0.27651876091383976
881,Parametric,Levis IWOR,0.2652656975542119
882,Non-Parametric,Levis IWOR,0.26644808832263445
882,Parametric,Levis IWOR,0.25502349478871916
883,Non-Parametric,Levis IWOR,0.2642095809337096
883,Parametric,Levis IWOR,0.2567398980353707
884,Non-Parametric,Levis IWOR,0.2771045929874572
884,Parametric,Levis IWOR,0.26493371142395955
885,Non-Parametric,Levis IWOR,0.26284639070911403
885,Parametric,Levis IWOR,0.24850586991689372
886,Non-Parametric,Levis IWOR,0.2751178900829665
886,Parametric,Levis IWOR,0.2655954215077748
887,Non-Parametric,Levis IWOR,0.2743736726330655
887,Parametric,Levis IWOR,0.2614229828351746
888,Non-Parametric,Levis IWOR,0.28039765315860865
888,Parametric,Levis IWOR,0.2698616283534804
889,Non-Parametric,Levis IWOR,0.26241422882925197
889,Parametric,Levis IWOR,0.24617503189069048
890,Non-Parametric,Levis IWOR,0.26911643961228005
890,Parametric,Levis IWOR,0.2488450412608061
891,Non-Parametric,Levis IWOR,0.2777590827604558
891,Parametric,Levis IWOR,0.2583350719599716
892,Non-Parametric,Levis IWOR,0.28262855430999523
892,Parametric,Levis IWOR,0.2768150474487509
893,Non-Parametric,Levis IWOR,0.25838086612853417
893,Parametric,Levis IWOR,0.24349283655864107
894,Non-Parametric,Levis IWOR,0.2569190100060062
894,Parametric,Levis IWOR,0.2531517297015084
895,Non-Parametric,Levis IWOR,0.27679849296664616
895,Parametric,Levis IWOR,0.2595499955105257
896,Non-Parametric,Levis IWOR,0.2656371404019413
896,Parametric,Levis IWOR,0.2618285102247433
897,Non-Parametric,Levis IWOR,0.2621971647327985
897,Parametric,Levis IWOR,0.2503997476039296
898,Non-Parametric,Levis IWOR,0.27111935619570954
898,Parametric,Levis IWOR,0.25478802394372757
899,Non-Parametric,Levis IWOR,0.2715967655193866
899,Parametric,Levis IWOR,0.26388739878576994
900,Non-Parametric,Levis IWOR,0.26916024248179315
900,Parametric,Levis IWOR,0.2600232675542417
901,Non-Parametric,Levis IWOR,0.25609536518478326
901,Parametric,Levis IWOR,0.2469285628541793
902,Non-Parametric,Levis IWOR,0.2709414800743692
902,Parametric,Levis IWOR,0.2637962591127024
903,Non-Parametric,Levis IWOR,0.28235019996645394
903,Parametric,Levis IWOR,0.26964990206409656
904,Non-Parametric,Levis IWOR,0.26525691724159994
904,Parametric,Levis IWOR,0.25157022232641907
905,Non-Parametric,Levis IWOR,0.2621199511102206
905,Parametric,Levis IWOR,0.2426667303181959
906,Non-Parametric,Levis IWOR,0.27099200841853743
906,Parametric,Levis IWOR,0.2609428860526416
907,Non-Parametric,Levis IWOR,0.281519904087015
907,Parametric,Levis IWOR,0.26197518384550444
908,Non-Parametric,Levis IWOR,0.27292903838644195
908,Parametric,Levis IWOR,0.2606609647773589
909,Non-Parametric,Levis IWOR,0.2641151457653174
909,Parametric,Levis IWOR,0.25611022528875993
910,Non-Parametric,Levis IWOR,0.26732227086921745
910,Parametric,Levis IWOR,0.2505245329192851
911,Non-Parametric,Levis IWOR,0.2652861200465028
911,Parametric,Levis IWOR,0.2547306248082598
912,Non-Parametric,Levis IWOR,0.28356661395806354
912,Parametric,Levis IWOR,0.26707677807150676
913,Non-Parametric,Levis IWOR,0.2812464696079805
913,Parametric,Levis IWOR,0.2657644152358426
914,Non-Parametric,Levis IWOR,0.28043167566466376
914,Parametric,Levis IWOR,0.2665491141812447
915,Non-Parametric,Levis IWOR,0.2706138671318821
915,Parametric,Levis IWOR,0.2569447955772959
916,Non-Parametric,Levis IWOR,0.2618659117377762
916,Parametric,Levis IWOR,0.25197916083894373
917,Non-Parametric,Levis IWOR,0.26747283137841216
917,Parametric,Levis IWOR,0.2504782238230926
918,Non-Parametric,Levis IWOR,0.28145930571440475
918,Parametric,Levis IWOR,0.2671289437571186
919,Non-Parametric,Levis IWOR,0.26576144721415285
919,Parametric,Levis IWOR,0.24980330653266164
920,Non-Parametric,Levis IWOR,0.2843595041277359
920,Parametric,Levis IWOR,0.2722181409964395
921,Non-Parametric,Levis IWOR,0.2731372571473526
921,Parametric,Levis IWOR,0.25312651393212143
922,Non-Parametric,Levis IWOR,0.2745055429870462
922,Parametric,Levis IWOR,0.259590930297457
923,Non-Parametric,Levis IWOR,0.26236446767879196
923,Parametric,Levis IWOR,0.25672529760948226
924,Non-Parametric,Levis IWOR,0.25811909443139325
924,Parametric,Levis IWOR,0.2452183261679105
925,Non-Parametric,Levis IWOR,0.2669111990831553
925,Parametric,Levis IWOR,0.25180059830733226
926,Non-Parametric,Levis IWOR,0.265700999807268
926,Parametric,Levis IWOR,0.2577765125409377
927,Non-Parametric,Levis IWOR,0.26539006377317
927,Parametric,Levis IWOR,0.2558430593049214
928,Non-Parametric,Levis IWOR,0.27512309856667705
928,Parametric,Levis IWOR,0.2636605100526787
929,Non-Parametric,Levis IWOR,0.26648259464972746
929,Parametric,Levis IWOR,0.25252704192051195
930,Non-Parametric,Levis IWOR,0.2581588543803156
930,Parametric,Levis IWOR,0.24525705220977395
931,Non-Parametric,Levis IWOR,0.2765230299394912
931,Parametric,Levis IWOR,0.26522021157498726
932,Non-Parametric,Levis IWOR,0.25766015297846456
932,Parametric,Levis IWOR,0.2489963009423291
933,Non-Parametric,Levis IWOR,0.277702043208531
933,Parametric,Levis IWOR,0.26042380770054985
934,Non-Parametric,Levis IWOR,0.257395034797524
934,Parametric,Levis IWOR,0.2497578149403042
935,Non-Parametric,Levis IWOR,0.27206478569948556
935,Parametric,Levis IWOR,0.25787510381126894
936,Non-Parametric,Levis IWOR,0.26261304915094164
936,Parametric,Levis IWOR,0.25186432347446486
937,Non-Parametric,Levis IWOR,0.2593456432339147
937,Parametric,Levis IWOR,0.25656066587955273
938,Non-Parametric,Levis IWOR,0.28048924674095776
938,Parametric,Levis IWOR,0.26389523029544226
939,Non-Parametric,Levis IWOR,0.2718030463020603
939,Parametric,Levis IWOR,0.25508018061327764
940,Non-Parametric,Levis IWOR,0.26224155187286863
940,Parametric,Levis IWOR,0.25217830561033044
941,Non-Parametric,Levis IWOR,0.27410605021218637
941,Parametric,Levis IWOR,0.25813885843250955
942,Non-Parametric,Levis IWOR,0.27218129024818805
942,Parametric,Levis IWOR,0.2525491706586098
943,Non-Parametric,Levis IWOR,0.25815868681837484
943,Parametric,Levis IWOR,0.2561947698091464
944,Non-Parametric,Levis IWOR,0.26964242365070656
944,Parametric,Levis IWOR,0.2631959640686194
945,Non-Parametric,Levis IWOR,0.2707963586298919
945,Parametric,Levis IWOR,0.2545203687984853
946,Non-Parametric,Levis IWOR,0.28141600080854245
946,Parametric,Levis IWOR,0.2764414653969023
947,Non-Parametric,Levis IWOR,0.2782983374366914
947,Parametric,Levis IWOR,0.2721777980395181
948,Non-Parametric,Levis IWOR,0.2751718284349017
948,Parametric,Levis IWOR,0.2609436442466665
949,Non-Parametric,Levis IWOR,0.26183577516422163
949,Parametric,Levis IWOR,0.2513209063552334
950,Non-Parametric,Levis IWOR,0.27424349426425776
950,Parametric,Levis IWOR,0.258119849619852
951,Non-Parametric,Levis IWOR,0.25826696545413885
951,Parametric,Levis IWOR,0.24981944620414223
952,Non-Parametric,Levis IWOR,0.2722990449134883
952,Parametric,Levis IWOR,0.2584290960523272
953,Non-Parametric,Levis IWOR,0.28117561317603756
953,Parametric,Levis IWOR,0.2634323678964309
954,Non-Parametric,Levis IWOR,0.2614829361620624
954,Parametric,Levis IWOR,0.24835181815565355
955,Non-Parametric,Levis IWOR,0.2678645018769616
955,Parametric,Levis IWOR,0.2520446145661216
956,Non-Parametric,Levis IWOR,0.27341229816095647
956,Parametric,Levis IWOR,0.26168623271697855
957,Non-Parametric,Levis IWOR,0.2708324354704395
957,Parametric,Levis IWOR,0.25698490673627283
958,Non-Parametric,Levis IWOR,0.2881678251933777
958,Parametric,Levis IWOR,0.27046247626791575
959,Non-Parametric,Levis IWOR,0.2589171495467525
959,Parametric,Levis IWOR,0.25324276214832686
960,Non-Parametric,Levis IWOR,0.27089471276157495
